3,21
4,34
5,50
6,69
7,91
8,116
9,144
10,175
11,209
12,246
13,286
14,329
15,375
16,424
17,476
18,531
19,589
20,650
21,714
22,781
23,851
24,924
25,1000
26,1079
27,1161
28,1246
29,1334
30,1425
31,1519
32,1616
33,1716
34,1819
35,1925
36,2034
37,2146
38,2261
39,2379
40,2500
41,2624
42,2751
43,2881
44,3014
45,3150
46,3289
47,3431
48,3576
49,3724
50,3875
51,4029
52,4186
53,4346
54,4509
55,4675
56,4844
57,5016
58,5191
59,5369
60,5550
61,5734
62,5921
63,6111
64,6304
65,6500
66,6699
67,6901
68,7106
69,7314
70,7525
71,7739
72,7956
73,8176
74,8399
75,8625
76,8854
77,9086
78,9321
79,9559
80,9800
81,10044
82,10291
83,10541
84,10794
85,11050
86,11309
87,11571
88,11836
89,12104
90,12375
91,12649
92,12926
93,13206
94,13489
95,13775
96,14064
97,14356
98,14651
99,14949
100,15250
