0,25
1,47
2,77
3,115
4,161
5,215
6,277
7,347
8,425
9,511
10,605
11,707
12,817
13,935
14,1061
15,1195
16,1337
17,1487
18,1645
19,1811
20,1985
21,2167
22,2357
23,2555
24,2761
25,2975
26,3197
27,3427
28,3665
29,3911
30,4165
31,4427
32,4697
33,4975
34,5261
35,5555
36,5857
37,6167
38,6485
39,6811
40,7145
41,7487
42,7837
43,8195
44,8561
45,8935
46,9317
47,9707
48,10105
49,10511
50,10925
51,11347
52,11777
53,12215
54,12661
55,13115
56,13577
57,14047
58,14525
59,15011
60,15505
61,16007
62,16517
63,17035
64,17561
65,18095
66,18637
67,19187
68,19745
69,20311
70,20885
71,21467
72,22057
73,22655
74,23261
75,23875
76,24497
77,25127
78,25765
79,26411
80,27065
81,27727
82,28397
83,29075
84,29761
85,30455
86,31157
87,31867
88,32585
89,33311
90,34045
91,34787
92,35537
93,36295
94,37061
95,37835
96,38617
97,39407
98,40205
99,41011
100,41825
101,42647
102,43477
103,44315
104,45161
105,46015
106,46877
107,47747
108,48625
109,49511
110,50405
111,51307
112,52217
113,53135
114,54061
115,54995
116,55937
117,56887
118,57845
119,58811
120,59785
121,60767
122,61757
123,62755
124,63761
125,64775
126,65797
127,66827
128,67865
129,68911
130,69965
131,71027
132,72097
133,73175
134,74261
135,75355
136,76457
137,77567
138,78685
139,79811
140,80945
141,82087
142,83237
143,84395
144,85561
145,86735
146,87917
147,89107
148,90305
149,91511
150,92725
151,93947
152,95177
153,96415
154,97661
155,98915
156,100177
157,101447
158,102725
159,104011
160,105305
161,106607
162,107917
163,109235
164,110561
165,111895
166,113237
167,114587
168,115945
169,117311
170,118685
171,120067
172,121457
173,122855
174,124261
175,125675
176,127097
177,128527
178,129965
179,131411
180,132865
181,134327
182,135797
183,137275
184,138761
185,140255
186,141757
187,143267
188,144785
189,146311
190,147845
191,149387
192,150937
193,152495
194,154061
195,155635
196,157217
197,158807
198,160405
199,162011
200,163625
201,165247
202,166877
203,168515
204,170161
205,171815
206,173477
207,175147
208,176825
209,178511
210,180205
211,181907
212,183617
213,185335
214,187061
215,188795
216,190537
217,192287
218,194045
219,195811
220,197585
221,199367
222,201157
223,202955
224,204761
225,206575
226,208397
227,210227
228,212065
229,213911
230,215765
231,217627
232,219497
233,221375
234,223261
235,225155
236,227057
237,228967
238,230885
239,232811
240,234745
241,236687
242,238637
243,240595
244,242561
245,244535
246,246517
247,248507
248,250505
249,252511
250,254525
251,256547
252,258577
253,260615
254,262661
255,264715
256,266777
257,268847
258,270925
259,273011
260,275105
261,277207
262,279317
263,281435
264,283561
265,285695
266,287837
267,289987
268,292145
269,294311
270,296485
271,298667
272,300857
273,303055
274,305261
275,307475
276,309697
277,311927
278,314165
279,316411
280,318665
281,320927
282,323197
283,325475
284,327761
285,330055
286,332357
287,334667
288,336985
289,339311
290,341645
291,343987
292,346337
293,348695
294,351061
295,353435
296,355817
297,358207
298,360605
299,363011
300,365425
301,367847
302,370277
303,372715
304,375161
305,377615
306,380077
307,382547
308,385025
309,387511
310,390005
311,392507
312,395017
313,397535
314,400061
315,402595
316,405137
317,407687
318,410245
319,412811
320,415385
321,417967
322,420557
323,423155
324,425761
325,428375
326,430997
327,433627
328,436265
329,438911
330,441565
331,444227
332,446897
333,449575
334,452261
335,454955
336,457657
337,460367
338,463085
339,465811
340,468545
341,471287
342,474037
343,476795
344,479561
345,482335
346,485117
347,487907
348,490705
349,493511
350,496325
351,499147
352,501977
353,504815
354,507661
355,510515
356,513377
357,516247
358,519125
359,522011
360,524905
361,527807
362,530717
363,533635
364,536561
365,539495
366,542437
367,545387
368,548345
369,551311
370,554285
371,557267
372,560257
373,563255
374,566261
375,569275
376,572297
377,575327
378,578365
379,581411
380,584465
381,587527
382,590597
383,593675
384,596761
385,599855
386,602957
387,606067
388,609185
389,612311
390,615445
391,618587
392,621737
393,624895
394,628061
395,631235
396,634417
397,637607
398,640805
399,644011
400,647225
401,650447
402,653677
403,656915
404,660161
405,663415
406,666677
407,669947
408,673225
409,676511
410,679805
411,683107
412,686417
413,689735
414,693061
415,696395
416,699737
417,703087
418,706445
419,709811
420,713185
421,716567
422,719957
423,723355
424,726761
425,730175
426,733597
427,737027
428,740465
429,743911
430,747365
431,750827
432,754297
433,757775
434,761261
435,764755
436,768257
437,771767
438,775285
439,778811
440,782345
441,785887
442,789437
443,792995
444,796561
445,800135
446,803717
447,807307
448,810905
449,814511
450,818125
451,821747
452,825377
453,829015
454,832661
455,836315
456,839977
457,843647
458,847325
459,851011
460,854705
461,858407
462,862117
463,865835
464,869561
465,873295
466,877037
467,880787
468,884545
469,888311
470,892085
471,895867
472,899657
473,903455
474,907261
475,911075
476,914897
477,918727
478,922565
479,926411
480,930265
481,934127
482,937997
483,941875
484,945761
485,949655
486,953557
487,957467
488,961385
489,965311
490,969245
491,973187
492,977137
493,981095
494,985061
495,989035
496,993017
497,997007
498,1001005
499,1005011
500,1009025
501,1013047
502,1017077
503,1021115
504,1025161
505,1029215
506,1033277
507,1037347
508,1041425
509,1045511
510,1049605
511,1053707
512,1057817
513,1061935
514,1066061
515,1070195
516,1074337
517,1078487
518,1082645
519,1086811
520,1090985
521,1095167
522,1099357
523,1103555
524,1107761
525,1111975
526,1116197
527,1120427
528,1124665
529,1128911
530,1133165
531,1137427
532,1141697
533,1145975
534,1150261
535,1154555
536,1158857
537,1163167
538,1167485
539,1171811
540,1176145
541,1180487
542,1184837
543,1189195
544,1193561
545,1197935
546,1202317
547,1206707
548,1211105
549,1215511
