2,11
3,14
4,24
5,30
6,43
7,52
8,68
9,80
10,99
11,114
12,136
13,154
14,179
15,200
16,228
17,252
18,283
19,310
20,344
21,374
22,411
23,444
24,484
25,520
26,563
27,602
28,648
29,690
30,739
31,784
32,836
33,884
34,939
35,990
36,1048
37,1102
38,1163
39,1220
40,1284
41,1344
42,1411
43,1474
44,1544
45,1610
46,1683
47,1752
48,1828
49,1900
50,1979
51,2054
52,2136
53,2214
54,2299
55,2380
56,2468
57,2552
58,2643
59,2730
60,2824
61,2914
62,3011
63,3104
64,3204
65,3300
66,3403
67,3502
68,3608
69,3710
70,3819
71,3924
72,4036
73,4144
74,4259
75,4370
76,4488
77,4602
78,4723
79,4840
80,4964
81,5084
82,5211
83,5334
84,5464
85,5590
86,5723
87,5852
88,5988
89,6120
90,6259
91,6394
92,6536
93,6674
94,6819
95,6960
96,7108
97,7252
98,7403
99,7550
100,7704
101,7854
102,8011
103,8164
104,8324
105,8480
106,8643
107,8802
108,8968
109,9130
110,9299
111,9464
112,9636
113,9804
114,9979
115,10150
116,10328
117,10502
118,10683
119,10860
120,11044
121,11224
122,11411
123,11594
124,11784
125,11970
126,12163
127,12352
128,12548
129,12740
130,12939
131,13134
132,13336
133,13534
134,13739
135,13940
136,14148
137,14352
138,14563
139,14770
140,14984
141,15194
142,15411
143,15624
144,15844
145,16060
146,16283
147,16502
148,16728
149,16950
150,17179
151,17404
152,17636
153,17864
154,18099
155,18330
156,18568
157,18802
158,19043
159,19280
160,19524
161,19764
162,20011
163,20254
164,20504
165,20750
166,21003
167,21252
168,21508
169,21760
170,22019
171,22274
172,22536
173,22794
174,23059
175,23320
176,23588
177,23852
178,24123
179,24390
180,24664
181,24934
182,25211
183,25484
184,25764
185,26040
186,26323
187,26602
188,26888
189,27170
190,27459
191,27744
192,28036
193,28324
194,28619
195,28910
196,29208
197,29502
198,29803
199,30100
200,30404
201,30704
202,31011
203,31314
204,31624
205,31930
206,32243
207,32552
208,32868
209,33180
210,33499
211,33814
212,34136
213,34454
214,34779
215,35100
216,35428
217,35752
218,36083
219,36410
220,36744
221,37074
222,37411
223,37744
224,38084
225,38420
226,38763
227,39102
228,39448
229,39790
230,40139
231,40484
232,40836
