2,11
3,14
4,14
5,17
6,14
7,17
8,68
9,68
10,99
11,77
12,136
13,154
14,179
15,135
16,185
17,29
18,283
19,29
20,51
21,260
22,220
23,44
24,404
25,474
26,364
27,93
28,121
29,44
30,550
31,127
32,23
33,47
34,105
35,69
36,139
37,99
38,230
39,154
40,297
41,135
42,117
43,525
44,376
45,26
46,26
47,65
48,111
49,308
50,23
